timestamps,TP9,AF7,AF8,TP10,Right AUX
1587072149.197,259.277,-28.809,-243.652,-73.730,0.000
1587072149.201,199.219,-35.645,-321.289,-87.891,0.000
1587072149.205,-246.094,-37.109,-376.465,36.133,0.000
1587072149.209,-301.270,-32.715,-363.770,64.453,0.000
1587072149.212,131.348,-32.227,-361.816,-54.199,0.000
1587072149.216,286.621,-34.180,-330.566,-103.027,0.000
1587072149.220,-116.699,-37.109,-347.656,-1.465,0.000
1587072149.224,-351.562,-33.691,-384.277,81.055,0.000
1587072149.228,5.371,-30.762,-360.352,4.883,0.000
1587072149.232,317.871,-34.180,-373.047,-106.934,0.000
1587072149.236,13.672,-30.762,-377.930,-48.828,0.000
1587072149.240,-353.027,-30.762,-354.980,85.449,0.000
1587072149.244,-109.863,-35.645,-405.273,34.180,0.000
1587072149.248,297.852,-33.203,-434.570,-105.469,0.000
1587072149.252,148.926,-27.344,-315.918,-59.570,0.000
1587072149.255,-288.574,-34.180,-399.902,68.848,0.000
1587072149.259,-223.145,-37.109,-503.906,33.691,0.000
1587072149.263,212.891,-33.203,-344.727,-95.703,0.000
1587072149.267,235.352,-29.785,-239.746,-120.117,0.000
1587072149.271,-213.867,-32.227,-413.574,9.277,0.000
1587072149.275,-311.035,-38.574,-433.594,64.453,0.000
1587072149.279,117.188,-37.109,-350.586,-26.855,0.000
1587072149.283,318.359,-34.180,-314.941,-105.469,0.000
1587072149.287,-63.965,-34.668,-317.871,-42.969,0.000
1587072149.291,-365.723,-43.457,-558.594,63.965,0.000
1587072149.295,-32.715,-41.992,-515.137,-14.648,0.000
1587072149.298,320.801,-28.809,-178.711,-132.812,0.000
1587072149.302,62.500,-29.785,-273.438,-67.871,0.000
1587072149.306,-345.703,-39.062,-465.820,61.035,0.000
1587072149.310,-135.742,-39.551,-357.910,51.270,0.000
1587072149.314,298.340,-30.762,-226.562,-94.727,0.000
1587072149.318,156.738,-34.668,-312.988,-121.582,0.000
1587072149.322,-288.086,-38.574,-441.895,17.090,0.000
1587072149.326,-247.559,-39.551,-454.590,42.969,0.000
1587072149.330,193.359,-43.945,-378.418,-95.703,0.000
1587072149.334,249.023,-44.922,-393.555,-147.949,0.000
1587072149.337,-183.105,-48.828,-520.508,-22.949,0.000
1587072149.341,-353.027,-46.387,-400.879,57.129,0.000
1587072149.345,60.547,-37.109,-302.246,-44.434,0.000
1587072149.349,308.594,-38.086,-426.758,-134.766,0.000
1587072149.353,-68.359,-41.504,-473.633,-60.547,0.000
1587072149.357,-395.508,-39.551,-379.883,42.969,0.000
1587072149.361,-74.707,-38.574,-332.031,-5.371,0.000
1587072149.365,303.711,-38.086,-327.637,-124.023,0.000
1587072149.369,63.965,-35.156,-402.344,-79.102,0.000
1587072149.373,-348.145,-39.062,-501.465,61.035,0.000
1587072149.377,-196.777,-36.133,-434.570,46.387,0.000
1587072149.380,246.582,-37.109,-434.082,-97.168,0.000
1587072149.384,191.895,-43.457,-510.742,-105.957,0.000
1587072149.388,-279.297,-37.598,-438.965,22.461,0.000
1587072149.392,-314.453,-37.109,-453.125,44.434,0.000
